ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nfl.p.30278,Jamal,Agnew,WR,JAC,IND,JAC@IND,1:00PM EDT,10,3.5," "," "
nfl.p.30996,Calvin,Ridley,WR,JAC,IND,JAC@IND,1:00PM EDT,18,0.0," "," "
nfl.p.31017,Christian,Kirk,WR,JAC,IND,JAC@IND,1:00PM EDT,23,12.3," "," "
nfl.p.31984,Qadree,Ollison,RB,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.32608,D'Ernest,Johnson,RB,JAC,IND,JAC@IND,1:00PM EDT,10,0.4," "," "
nfl.p.33199,JaMycal,Hasty,RB,JAC,IND,JAC@IND,1:00PM EDT,10,4.3," "," "
nfl.p.33389,Trevor,Lawrence,QB,JAC,IND,JAC@IND,1:00PM EDT,31,18.1," "," "
nfl.p.33413,Travis,Etienne Jr.,RB,JAC,IND,JAC@IND,1:00PM EDT,25,11.4," "," "
nfl.p.33533,Luke,Farrell,TE,JAC,IND,JAC@IND,1:00PM EDT,10,1.5," "," "
nfl.p.33607,Seth,Williams,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.33649,Tim,Jones,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.6," "," "
nfl.p.34110,Snoop,Conner,RB,JAC,IND,JAC@IND,1:00PM EDT,10,2.0," "," "
nfl.p.34242,Kevin,Austin Jr.,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.34252,Gerrit,Prince,TE,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.34476,Kendric,Pryor,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.40016,Nathan,Rourke,QB,JAC,IND,JAC@IND,1:00PM EDT,20,0.0," "," "
nfl.p.40234,Parker,Washington,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.40367,Jaray,Jenkins,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.40374,Elijah,Cooks,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.30112,Mo,Alie-Cox,TE,IND,JAC,JAC@IND,1:00PM EDT,11,3.2,Q," "
nfl.p.30285,Isaiah,McKenzie,WR,IND,JAC,JAC@IND,1:00PM EDT,10,6.3," "," "
nfl.p.30627,Pharaoh,Brown,TE,IND,JAC,JAC@IND,1:00PM EDT,10,2.0," "," "
nfl.p.31588,Vyncint,Smith,WR,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.31777,Malik,Turner,WR,IND,JAC,JAC@IND,1:00PM EDT,10,0.0,IR," "
nfl.p.32010,Gardner,Minshew,QB,IND,JAC,JAC@IND,1:00PM EDT,20,5.7," "," "
nfl.p.32019,Juwann,Winfree,WR,IND,JAC,JAC@IND,1:00PM EDT,10,0.7," "," "
nfl.p.32292,Ashton,Dulin,WR,IND,JAC,JAC@IND,1:00PM EDT,10,3.5,IR," "
nfl.p.32704,Michael,Pittman Jr.,WR,IND,JAC,JAC@IND,1:00PM EDT,15,10.4," "," "
nfl.p.32756,Zack,Moss,RB,IND,JAC,JAC@IND,1:00PM EDT,12,4.5,Q," "
nfl.p.33515,Kylen,Granson,TE,IND,JAC,JAC@IND,1:00PM EDT,10,3.5," "," "
nfl.p.33606,Sam,Ehlinger,QB,IND,JAC,JAC@IND,1:00PM EDT,20,9.7," "," "
nfl.p.33620,Mike,Strachan,WR,IND,JAC,JAC@IND,1:00PM EDT,10,1.2," "," "
nfl.p.33621,Jake,Funk,RB,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.33798,Deon,Jackson,RB,IND,JAC,JAC@IND,1:00PM EDT,10,5.8," "," "
nfl.p.34008,Alec,Pierce,WR,IND,JAC,JAC@IND,1:00PM EDT,10,5.7," "," "
nfl.p.34029,Jelani,Woods,TE,IND,JAC,JAC@IND,1:00PM EDT,10,5.1,Q," "
nfl.p.34148,Andrew,Ogletree,TE,IND,JAC,JAC@IND,1:00PM EDT,10,0.0,Q," "
nfl.t.30,Jacksonville,Jaguars,DEF,JAC,IND,JAC@IND,1:00PM EDT,20,0.0," "," "
nfl.t.11,Indianapolis,Colts,DEF,IND,JAC,JAC@IND,1:00PM EDT,13,0.0," "," "
nfl.p.40169,Evan,Hull,RB,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.40607,Kody,Case,WR,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.40095,Tank,Bigsby,RB,JAC,IND,JAC@IND,1:00PM EDT,11,0.0," "," "
nfl.p.40254,Derek,Parish,RB,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.40078,Brenton,Strange,TE,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.33529,Jacob,Harris,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.4," "," "
nfl.p.40126,Josh,Downs,WR,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.28414,Breshad,Perriman,WR,IND,JAC,JAC@IND,1:00PM EDT,10,2.4," "," "
nfl.p.33828,Josh,Pederson,TE,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.40040,Anthony,Richardson,QB,IND,JAC,JAC@IND,1:00PM EDT,22,0.0," "," "
nfl.p.40180,Will,Mallory,TE,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.33473,Amari,Rodgers,WR,IND,JAC,JAC@IND,1:00PM EDT,10,2.2," "," "
nfl.p.29307,Kenyan,Drake,RB,IND,JAC,JAC@IND,1:00PM EDT,10,8.0," "," "
nfl.p.33714,Nick,Eubanks,TE,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.33936,Michael,Jacobson,TE,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.32711,Jonathan,Taylor,RB,IND,JAC,JAC@IND,1:00PM EDT,26,11.0,PUP," "
nfl.p.40375,Leonard,Taylor,TE,JAC,IND,JAC@IND,1:00PM EDT,10,0.0,IR," "
nfl.p.32842,Jason,Huntley,RB,IND,JAC,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.30494,Ricky,Seals-Jones,TE,IND,JAC,JAC@IND,1:00PM EDT,10,0.0,Q," "
nfl.p.40372,Oliver,Martin,WR,JAC,IND,JAC@IND,1:00PM EDT,10,0.0," "," "
nfl.p.28473,Tyler,Kroft,TE,MIA,LAC,MIA@LAC,4:25PM EDT,10,1.3," "," "
nfl.p.28654,Raheem,Mostert,RB,MIA,LAC,MIA@LAC,4:25PM EDT,15,9.5," "," "
nfl.p.29399,Tyreek,Hill,WR,MIA,LAC,MIA@LAC,4:25PM EDT,34,16.7," "," "
nfl.p.29785,Robbie,Chosen,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,3.5,Q," "
nfl.p.30287,Eric,Saubert,TE,MIA,LAC,MIA@LAC,4:25PM EDT,10,2.0,Q," "
nfl.p.30955,River,Cracraft,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,3.0," "," "
nfl.p.31093,Durham,Smythe,TE,MIA,LAC,MIA@LAC,4:25PM EDT,10,2.5," "," "
nfl.p.31141,Mike,White,QB,MIA,LAC,MIA@LAC,4:25PM EDT,20,15.1,Q," "
nfl.p.31178,Cedrick,Wilson Jr.,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,1.7," "," "
nfl.p.31180,Braxton,Berrios,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,2.9,Q," "
nfl.p.31394,Jeff,Wilson Jr.,RB,MIA,LAC,MIA@LAC,4:25PM EDT,13,9.3,Q," "
nfl.p.32066,Myles,Gaskin,RB,MIA,LAC,MIA@LAC,4:25PM EDT,10,3.7," "," "
nfl.p.32344,Alec,Ingold,RB,MIA,LAC,MIA@LAC,4:25PM EDT,10,2.4," "," "
nfl.p.32675,Tua,Tagovailoa,QB,MIA,LAC,MIA@LAC,4:25PM EDT,29,18.4," "," "
nfl.p.33265,Salvon,Ahmed,RB,MIA,LAC,MIA@LAC,4:25PM EDT,10,2.5," "," "
nfl.p.33394,Jaylen,Waddle,WR,MIA,LAC,MIA@LAC,4:25PM EDT,20,12.7,Q," "
nfl.p.34081,Erik,Ezukanma,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.8," "," "
nfl.p.34203,Skylar,Thompson,QB,MIA,LAC,MIA@LAC,4:25PM EDT,20,4.2," "," "
nfl.p.34534,Braylon,Sanders,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.4,Q," "
nfl.t.15,Miami,Dolphins,DEF,MIA,LAC,MIA@LAC,4:25PM EDT,12,0.0," "," "
nfl.t.24,Los Angeles,Chargers,DEF,LAC,MIA,MIA@LAC,4:25PM EDT,12,0.0," "," "
nfl.p.40619,Daewood,Davis,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40620,Chris,Coleman,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40625,Chris,Brooks,RB,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40629,Julian,Hill,TE,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40352,Michael,Ezeike,TE,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.32378,Darrius,Shepherd,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40118,De'Von,Achane,RB,MIA,LAC,MIA@LAC,4:25PM EDT,15,0.0,Q," "
nfl.p.40226,Elijah,Higgins,TE,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.26699,Keenan,Allen,WR,LAC,MIA,MIA@LAC,4:25PM EDT,18,12.7," "," "
nfl.p.30120,Mike,Williams,WR,LAC,MIA,MIA@LAC,4:25PM EDT,21,11.2," "," "
nfl.p.30157,Gerald,Everett,TE,LAC,MIA,MIA@LAC,4:25PM EDT,17,8.1," "," "
nfl.p.30423,Austin,Ekeler,RB,LAC,MIA,MIA@LAC,4:25PM EDT,37,18.7," "," "
nfl.p.31998,Easton,Stick,QB,LAC,MIA,MIA@LAC,4:25PM EDT,20,0.0," "," "
nfl.p.32342,Keelan,Doss,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.32456,Donald,Parham Jr.,TE,LAC,MIA,MIA@LAC,4:25PM EDT,12,4.0," "," "
nfl.p.32676,Justin,Herbert,QB,LAC,MIA,MIA@LAC,4:25PM EDT,30,17.0," "," "
nfl.p.32782,Joshua,Kelley,RB,LAC,MIA,MIA@LAC,4:25PM EDT,12,4.7," "," "
nfl.p.32838,John,Hightower,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.33465,Joshua,Palmer,WR,LAC,MIA,MIA@LAC,4:25PM EDT,11,8.1," "," "
nfl.p.33485,Tre',McKitty,TE,LAC,MIA,MIA@LAC,4:25PM EDT,10,1.5," "," "
nfl.p.33676,Hunter,Kampmoyer,TE,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.34079,Isaiah,Spiller,RB,LAC,MIA,MIA@LAC,4:25PM EDT,10,1.4," "," "
nfl.p.34216,Zander,Horvath,RB,LAC,MIA,MIA@LAC,4:25PM EDT,10,1.8," "," "
nfl.p.34637,Stone,Smartt,TE,LAC,MIA,MIA@LAC,4:25PM EDT,10,1.2," "," "
nfl.p.40051,Quentin,Johnston,WR,LAC,MIA,MIA@LAC,4:25PM EDT,12,0.0," "," "
nfl.p.40133,Derius,Davis,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40272,Max,Duggan,QB,LAC,MIA,MIA@LAC,4:25PM EDT,20,0.0," "," "
nfl.p.40348,Terrell,Bynum,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40358,Elijah,Dotson,RB,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40361,Tyler,Hoosman,RB,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40354,Pokey,Wilson,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.40830,Milton,Wright,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.32201,Jalen,Guyton,WR,LAC,MIA,MIA@LAC,4:25PM EDT,10,3.7,PUP," "
nfl.p.31073,Keke,Coutee,WR,MIA,LAC,MIA@LAC,4:25PM EDT,10,0.1," "," "
nfl.p.34594,Aaron,Shampklin,RB,LAC,MIA,MIA@LAC,4:25PM EDT,10,0.0," "," "
nfl.p.25295,Nick,Bellore,RB,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.26662,Geno,Smith,QB,SEA,LA,LA@SEA,4:25PM EDT,28,18.5," "," "
nfl.p.28457,Tyler,Lockett,WR,SEA,LA,LA@SEA,4:25PM EDT,18,11.9," "," "
nfl.p.31090,Will,Dissly,TE,SEA,LA,LA@SEA,4:25PM EDT,10,4.7," "," "
nfl.p.31874,Drew,Lock,QB,SEA,LA,LA@SEA,4:25PM EDT,20,0.0,Q," "
nfl.p.31896,DK,Metcalf,WR,SEA,LA,LA@SEA,4:25PM EDT,20,11.8," "," "
nfl.p.32367,Cody,Thompson,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.0,Q," "
nfl.p.32803,Colby,Parkinson,TE,SEA,LA,LA@SEA,4:25PM EDT,10,4.0," "," "
nfl.p.32814,DeeJay,Dallas,RB,SEA,LA,LA@SEA,4:25PM EDT,10,2.5," "," "
nfl.p.33286,Tyler,Mabry,TE,SEA,LA,LA@SEA,4:25PM EDT,10,7.2," "," "
nfl.p.33299,Easop,Winston Jr.,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.0,Q," "
nfl.p.33444,Dee,Eskridge,WR,SEA,LA,LA@SEA,4:25PM EDT,10,1.1,SUSP," "
nfl.p.33858,Cade,Johnson,WR,SEA,LA,LA@SEA,4:25PM EDT,10,2.8,Q," "
nfl.p.33996,Kenneth,Walker III,RB,SEA,LA,LA@SEA,4:25PM EDT,23,12.6," "," "
nfl.p.34189,Dareke,Young,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.7," "," "
nfl.p.34234,Bryant,Koback,RB,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40041,Jaxon,Smith-Njigba,WR,SEA,LA,LA@SEA,4:25PM EDT,15,0.0," "," "
nfl.p.40267,Kenny,McIntosh,RB,SEA,LA,LA@SEA,4:25PM EDT,10,0.0,Q," "
nfl.p.40450,Holton,Ahlers,QB,SEA,LA,LA@SEA,4:25PM EDT,20,0.0," "," "
nfl.p.40452,Jake,Bobo,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40458,Matt,Landers,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.0,Q," "
nfl.p.40459,John,Hall,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40460,Griffin,Hebert,TE,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40463,Noah,Gindorff,TE,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40464,Tyjon,Lindsey,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.t.14,Los Angeles,Rams,DEF,LA,SEA,LA@SEA,4:25PM EDT,12,0.0," "," "
nfl.t.26,Seattle,Seahawks,DEF,SEA,LA,LA@SEA,4:25PM EDT,15,0.0," "," "
nfl.p.32831,Tyler,Johnson,WR,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40399,Xavier,Smith,WR,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.9265,Matthew,Stafford,QB,LA,SEA,LA@SEA,4:25PM EDT,24,12.9," "," "
nfl.p.29344,Tyler,Higbee,TE,LA,SEA,LA@SEA,4:25PM EDT,17,7.2," "," "
nfl.p.30182,Cooper,Kupp,WR,LA,SEA,LA@SEA,4:25PM EDT,28,18.2,Q," "
nfl.p.32221,Brett,Rypien,QB,LA,SEA,LA@SEA,4:25PM EDT,20,5.5," "," "
nfl.p.32722,Cam,Akers,RB,LA,SEA,LA@SEA,4:25PM EDT,23,9.0," "," "
nfl.p.32727,Van,Jefferson,WR,LA,SEA,LA@SEA,4:25PM EDT,11,6.7," "," "
nfl.p.32806,Brycen,Hopkins,TE,LA,SEA,LA@SEA,4:25PM EDT,10,2.1," "," "
nfl.p.33445,Tutu,Atwell,WR,LA,SEA,LA@SEA,4:25PM EDT,11,4.5," "," "
nfl.p.33637,Ben,Skowronek,WR,LA,SEA,LA@SEA,4:25PM EDT,10,4.6," "," "
nfl.p.33745,Austin,Trammell,WR,LA,SEA,LA@SEA,4:25PM EDT,10,1.2," "," "
nfl.p.34120,Kyren,Williams,RB,LA,SEA,LA@SEA,4:25PM EDT,10,3.2," "," "
nfl.p.34310,Ronnie,Rivers,RB,LA,SEA,LA@SEA,4:25PM EDT,10,3.8," "," "
nfl.p.34330,Lance,McCutcheon,WR,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40384,Tyler,Hudson,WR,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40393,Christian,Sims,TE,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40400,Dresser,Winn,QB,LA,SEA,LA@SEA,4:25PM EDT,20,0.0," "," "
nfl.p.40666,Braxton,Burmeister,WR,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.29360,Demarcus,Robinson,WR,LA,SEA,LA@SEA,4:25PM EDT,10,5.4," "," "
nfl.p.40164,Davis,Allen,TE,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40168,Puka,Nacua,WR,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40153,Stetson,Bennett,QB,LA,SEA,LA@SEA,4:25PM EDT,20,0.0," "," "
nfl.p.40243,Zach,Evans,RB,LA,SEA,LA@SEA,4:25PM EDT,12,0.0," "," "
nfl.p.33950,Nikola,Kalinic,TE,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40075,Zach,Charbonnet,RB,SEA,LA,LA@SEA,4:25PM EDT,14,0.0," "," "
nfl.p.40832,Wayne,Taulapapa,RB,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.31852,Noah,Fant,TE,SEA,LA,LA@SEA,4:25PM EDT,12,5.5," "," "
nfl.p.31041,Royce,Freeman,RB,LA,SEA,LA@SEA,4:25PM EDT,10,4.0," "," "
nfl.p.40345,SaRodorick,Thompson Jr.,RB,SEA,LA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.40437,Camren,McDonald,TE,LA,SEA,LA@SEA,4:25PM EDT,10,0.0," "," "
nfl.p.34223,Ra'Shaun,Henry,WR,SEA,LA,LA@SEA,4:25PM EDT,10,0.0,IR," "
nfl.p.28390,Marcus,Mariota,QB,PHI,NE,PHI@NE,4:25PM EDT,23,15.8," "," "
nfl.p.30715,Greg,Ward,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.30891,Dan,Arnold,TE,PHI,NE,PHI@NE,4:25PM EDT,10,1.8," "," "
nfl.p.30997,Rashaad,Penny,RB,PHI,NE,PHI@NE,4:25PM EDT,14,10.0," "," "
nfl.p.31019,Dallas,Goedert,TE,PHI,NE,PHI@NE,4:25PM EDT,18,9.5," "," "
nfl.p.31171,Boston,Scott,RB,PHI,NE,PHI@NE,4:25PM EDT,10,3.5," "," "
nfl.p.31883,A.J.,Brown,WR,PHI,NE,PHI@NE,4:25PM EDT,28,14.1," "," "
nfl.p.32123,Olamide,Zaccheaus,WR,PHI,NE,PHI@NE,4:25PM EDT,10,5.3,Q," "
nfl.p.32415,Tyree,Jackson,TE,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.32705,D'Andre,Swift,RB,PHI,NE,PHI@NE,4:25PM EDT,16,11.9," "," "
nfl.p.32723,Jalen,Hurts,QB,PHI,NE,PHI@NE,4:25PM EDT,40,25.7," "," "
nfl.p.32870,Quez,Watkins,WR,PHI,NE,PHI@NE,4:25PM EDT,10,3.6,Q," "
nfl.p.32922,Tyrie,Cleveland,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.8,IR," "
nfl.p.33398,DeVonta,Smith,WR,PHI,NE,PHI@NE,4:25PM EDT,22,12.0," "," "
nfl.p.33476,Trey,Sermon,RB,PHI,NE,PHI@NE,4:25PM EDT,10,1.9," "," "
nfl.p.33521,Ian,Book,QB,PHI,NE,PHI@NE,4:25PM EDT,20,0.0," "," "
nfl.p.33538,Kenneth,Gainwell,RB,PHI,NE,PHI@NE,4:25PM EDT,10,5.5," "," "
nfl.p.33891,Jack,Stoll,TE,PHI,NE,PHI@NE,4:25PM EDT,10,1.7," "," "
nfl.p.34154,Grant,Calcaterra,TE,PHI,NE,PHI@NE,4:25PM EDT,10,2.1," "," "
nfl.p.34377,Kennedy,Brooks,RB,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.34378,Britain,Covey,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.0,Q," "
nfl.p.40220,Tanner,McKee,QB,PHI,NE,PHI@NE,4:25PM EDT,20,0.0," "," "
nfl.p.40514,Joseph,Ngata,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.40515,Jadon,Haselwood,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.40519,Brady,Russell,TE,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.8930,Matthew,Slater,WR,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.28402,DeVante,Parker,WR,NE,PHI,PHI@NE,4:25PM EDT,12,6.7," "," "
nfl.p.28482,Ty,Montgomery,RB,NE,PHI,PHI@NE,4:25PM EDT,10,8.8,Q," "
nfl.p.29269,Hunter,Henry,TE,NE,PHI,PHI@NE,4:25PM EDT,11,5.2," "," "
nfl.p.30175,JuJu,Smith-Schuster,WR,NE,PHI,PHI@NE,4:25PM EDT,12,8.4," "," "
nfl.p.30551,Kendrick,Bourne,WR,NE,PHI,PHI@NE,4:25PM EDT,11,4.4," "," "
nfl.p.31012,Mike,Gesicki,TE,NE,PHI,PHI@NE,4:25PM EDT,12,5.0,Q," "
nfl.p.32029,Trace,McSorley,QB,NE,PHI,PHI@NE,4:25PM EDT,20,2.7," "," "
nfl.p.32551,Matt,Sokol,TE,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.33028,J.J.,Taylor,RB,NE,PHI,PHI@NE,4:25PM EDT,10,2.2," "," "
nfl.p.33168,Scotty,Washington,TE,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.33403,Mac,Jones,QB,NE,PHI,PHI@NE,4:25PM EDT,22,12.9," "," "
nfl.p.33508,Rhamondre,Stevenson,RB,NE,PHI,PHI@NE,4:25PM EDT,21,12.6," "," "
nfl.p.33630,Tre,Nixon,WR,NE,PHI,PHI@NE,4:25PM EDT,10,0.0,Q," "
nfl.p.34005,Tyquan,Thornton,WR,NE,PHI,PHI@NE,4:25PM EDT,10,4.6,Q," "
nfl.p.34083,Pierre,Strong Jr.,RB,NE,PHI,PHI@NE,4:25PM EDT,11,2.6,Q," "
nfl.p.34093,Bailey,Zappe,QB,NE,PHI,PHI@NE,4:25PM EDT,20,10.5," "," "
nfl.p.34139,Kevin,Harris,RB,NE,PHI,PHI@NE,4:25PM EDT,10,2.2," "," "
nfl.p.34407,Raleigh,Webb,WR,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.t.21,Philadelphia,Eagles,DEF,PHI,NE,PHI@NE,4:25PM EDT,20,0.0," "," "
nfl.t.17,New England,Patriots,DEF,NE,PHI,PHI@NE,4:25PM EDT,17,0.0," "," "
nfl.p.40224,Kayshon,Boutte,WR,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.40290,Malik,Cunningham,QB,NE,PHI,PHI@NE,4:25PM EDT,20,0.0," "," "
nfl.p.40637,Johnny,Lumpkin,TE,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.40222,Demario,Douglas,WR,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.30571,Anthony,Firkser,TE,NE,PHI,PHI@NE,4:25PM EDT,10,1.8," "," "
nfl.p.31155,Deon,Cain,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.40503,Thyrick,Pitts,WR,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.33953,Devon,Allen,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.40520,Johnny,King,WR,PHI,NE,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.33909,CJ,Marable,RB,NE,PHI,PHI@NE,4:25PM EDT,10,0.0," "," "
nfl.p.29238,Ezekiel,Elliott,RB,NE,PHI,PHI@NE,4:25PM EDT,13,10.9," "," "
nfl.p.30295,Aaron,Jones,RB,GB,CHI,GB@CHI,4:25PM EDT,21,12.9," "," "
nfl.p.32696,Jordan,Love,QB,GB,CHI,GB@CHI,4:25PM EDT,21,2.9," "," "
nfl.p.32732,AJ,Dillon,RB,GB,CHI,GB@CHI,4:25PM EDT,20,9.0," "," "
nfl.p.32764,Josiah,Deguara,TE,GB,CHI,GB@CHI,4:25PM EDT,10,2.0,Q," "
nfl.p.32876,Tyler,Davis,TE,GB,CHI,GB@CHI,4:25PM EDT,10,0.4,IR," "
nfl.p.33235,Patrick,Taylor,RB,GB,CHI,GB@CHI,4:25PM EDT,10,0.9," "," "
nfl.p.33989,Christian,Watson,WR,GB,CHI,GB@CHI,4:25PM EDT,17,10.3," "," "
nfl.p.34088,Romeo,Doubs,WR,GB,CHI,GB@CHI,4:25PM EDT,12,6.2," "," "
nfl.p.34185,Bo,Melton,WR,GB,CHI,GB@CHI,4:25PM EDT,10,0.0,Q," "
nfl.p.34214,Samori,Toure,WR,GB,CHI,GB@CHI,4:25PM EDT,10,4.2," "," "
nfl.p.34261,Tyler,Goodson,RB,GB,CHI,GB@CHI,4:25PM EDT,10,0.0,Q," "
nfl.p.34664,Austin,Allen,TE,GB,CHI,GB@CHI,4:25PM EDT,10,0.0," "," "
nfl.p.40173,Sean,Clifford,QB,GB,CHI,GB@CHI,4:25PM EDT,20,0.0," "," "
nfl.p.40438,Duece,Watts,WR,GB,CHI,GB@CHI,4:25PM EDT,10,0.0," "," "
nfl.p.40444,Henry,Pearson,RB,GB,CHI,GB@CHI,4:25PM EDT,10,0.0,Q," "
nfl.p.40445,Malik,Heath,WR,GB,CHI,GB@CHI,4:25PM EDT,10,0.0," "," "
nfl.p.30202,D'Onta,Foreman,RB,CHI,GB,GB@CHI,4:25PM EDT,16,8.0," "," "
nfl.p.30284,Nathan,Peterman,QB,CHI,GB,GB@CHI,4:25PM EDT,20,3.1," "," "
nfl.p.30538,P.J.,Walker,QB,CHI,GB,GB@CHI,4:25PM EDT,20,7.0," "," "
nfl.p.30777,Robert,Tonyan,TE,CHI,GB,GB@CHI,4:25PM EDT,10,5.0," "," "
